Date;Min Temp (C);Max Temp (C);Avg Temp (C)
9/01/2008;8.3;14.4;11.35
10/01/2008;7.8;14.4;11.1
11/01/2008;8.3;15;11.65
12/01/2008;7.2;17.2;12.2
13/01/2008;7.8;22.2;15
14/01/2008;7.8;24.4;16.1
15/01/2008;7.8;17.2;12.5
16/01/2008;8.3;13.9;11.1
17/01/2008;6.7;19.4;13.05
18/01/2008;6.1;16.7;11.4
19/01/2008;6.1;18.3;12.2
20/01/2008;6.1;14.4;10.25
21/01/2008;10;12.8;11.4
22/01/2008;10;15;12.5
23/01/2008;7.2;16.1;11.65
24/01/2008;8.3;13.9;11.1
25/01/2008;10.6;15;12.8
26/01/2008;10;18.9;14.45
27/01/2008;13.3;16.7;15
28/01/2008;11.1;13.9;12.5
29/01/2008;8.3;13.3;10.8
30/01/2008;8.3;13.9;11.1
31/01/2008;7.2;15.6;11.4
1/02/2008;7.2;15;11.1
2/02/2008;10;14.4;12.2
3/02/2008;10;13.9;11.95
4/02/2008;8.9;13.9;11.4
5/02/2008;6.1;15.6;10.85
6/02/2008;6.1;15;10.55
7/02/2008;7.2;19.4;13.3
8/02/2008;8.3;22.8;15.55
9/02/2008;8.9;25;16.95
10/02/2008;9.4;22.8;16.1
11/02/2008;10;21.7;15.85
12/02/2008;10;22.2;16.1
13/02/2008;10.6;13.9;12.25
14/02/2008;6.1;13.9;10
15/02/2008;5;16.7;10.85
16/02/2008;6.7;17.8;12.25
17/02/2008;8.3;15;11.65
18/02/2008;8.9;15.6;12.25
19/02/2008;12.2;15;13.6
20/02/2008;11.7;14.4;13.05
21/02/2008;10.6;15;12.8
22/02/2008;11.7;14.4;13.05
23/02/2008;8.9;16.7;12.8
24/02/2008;11.7;15.6;13.65
25/02/2008;8.9;16.1;12.5
26/02/2008;8.3;22.8;15.55
27/02/2008;9.4;23.3;16.35
28/02/2008;10;15;12.5
29/02/2008;12.2;15;13.6
1/03/2008;12.2;15.6;13.9
2/03/2008;11.7;17.8;14.75
3/03/2008;10;20;15
4/03/2008;8.3;16.7;12.5
5/03/2008;11.1;16.1;13.6
6/03/2008;9.4;21.1;15.25
7/03/2008;11.1;20.6;15.85
8/03/2008;10;19.4;14.7
9/03/2008;10.6;19.4;15
10/03/2008;11.7;25.6;18.65
11/03/2008;11.7;24.4;18.05
12/03/2008;12.2;21.1;16.65
13/03/2008;13.9;18.3;16.1
14/03/2008;13.9;16.1;15
15/03/2008;10;15.6;12.8
16/03/2008;7.8;15;11.4
17/03/2008;8.9;17.2;13.05
18/03/2008;8.9;18.9;13.9
19/03/2008;12.2;15.6;13.9
20/03/2008;11.7;16.7;14.2
21/03/2008;9.4;19.4;14.4
22/03/2008;10;23.9;16.95
23/03/2008;11.7;27.2;19.45
24/03/2008;12.8;26.1;19.45
25/03/2008;11.1;18.9;15
26/03/2008;12.2;17.8;15
27/03/2008;12.8;17.2;15
28/03/2008;12.2;16.1;14.15
29/03/2008;12.2;17.2;14.7
30/03/2008;11.1;13.9;12.5
31/03/2008;10.6;14.4;12.5
1/04/2008;10;15;12.5
2/04/2008;10;15;12.5
3/04/2008;11.7;18.3;15
4/04/2008;12.2;16.7;14.45
5/04/2008;12.2;15.6;13.9
6/04/2008;11.7;15.6;13.65
7/04/2008;12.8;16.1;14.45
8/04/2008;11.7;15.6;13.65
9/04/2008;11.7;15.6;13.65
10/04/2008;9.4;17.8;13.6
11/04/2008;11.7;23.9;17.8
12/04/2008;12.8;30.6;21.7
13/04/2008;15;31.7;23.35
14/04/2008;14.4;24.4;19.4
15/04/2008;13.9;16.1;15
16/04/2008;12.8;17.2;15
17/04/2008;12.2;25.6;18.9
18/04/2008;13.3;22.2;17.75
19/04/2008;12.8;15;13.9
20/04/2008;12.2;16.7;14.45
21/04/2008;12.2;16.7;14.45
22/04/2008;11.7;17.2;14.45
23/04/2008;13.3;17.8;15.55
24/04/2008;12.2;17.8;15
25/04/2008;12.2;24.4;18.3
26/04/2008;13.9;29.4;21.65
27/04/2008;17.8;34.4;26.1
28/04/2008;17.2;31.1;24.15
29/04/2008;15.6;20;17.8
30/04/2008;13.3;15.6;14.45
1/05/2008;13.9;18.9;16.4
2/05/2008;13.9;23.3;18.6
3/05/2008;14.4;22.8;18.6
4/05/2008;14.4;18.3;16.35
5/05/2008;13.9;17.2;15.55
6/05/2008;13.9;15.6;14.75
7/05/2008;13.3;17.2;15.25
8/05/2008;13.9;17.8;15.85
9/05/2008;13.9;16.7;15.3
10/05/2008;13.9;18.9;16.4
11/05/2008;15;18.3;16.65
12/05/2008;13.9;16.7;15.3
13/05/2008;13.9;20.6;17.25
14/05/2008;13.9;22.8;18.35
15/05/2008;15.6;23.3;19.45
16/05/2008;16.1;30.6;23.35
17/05/2008;16.7;27.8;22.25
18/05/2008;18.9;30;24.45
19/05/2008;18.3;26.7;22.5
20/05/2008;15.6;18.9;17.25
21/05/2008;15.6;19.4;17.5
22/05/2008;15;17.8;16.4
23/05/2008;12.2;16.1;14.15
24/05/2008;11.7;17.2;14.45
25/05/2008;12.2;18.3;15.25
26/05/2008;14.4;18.9;16.65
27/05/2008;15;18.9;16.95
28/05/2008;14.4;19.4;16.9
29/05/2008;13.9;21.1;17.5
30/05/2008;14.4;21.1;17.75
31/05/2008;16.1;18.9;17.5
1/06/2008;15.6;20;17.8
2/06/2008;15;20;17.5
3/06/2008;15;18.3;16.65
4/06/2008;15;16.7;15.85
5/06/2008;14.4;21.1;17.75
6/06/2008;15.6;26.1;20.85
7/06/2008;15.6;18.3;16.95
8/06/2008;15.6;19.4;17.5
9/06/2008;15.6;20;17.8
10/06/2008;15;18.3;16.65
11/06/2008;15.6;18.9;17.25
12/06/2008;16.7;20;18.35
13/06/2008;15.6;21.1;18.35
14/06/2008;17.2;21.1;19.15
15/06/2008;16.7;22.8;19.75
16/06/2008;16.1;22.2;19.15
17/06/2008;16.7;22.2;19.45
18/06/2008;15.6;26.1;20.85
19/06/2008;15.6;29.4;22.5
20/06/2008;15.6;31.7;23.65
21/06/2008;20;33.3;26.65
22/06/2008;17.8;25.6;21.7
23/06/2008;18.3;25;21.65
24/06/2008;17.8;21.7;19.75
25/06/2008;17.2;20;18.6
26/06/2008;17.2;20.6;18.9
27/06/2008;17.2;20.6;18.9
28/06/2008;17.2;22.8;20
29/06/2008;18.9;23.3;21.1
30/06/2008;18.9;23.9;21.4
1/07/2008;18.3;22.8;20.55
2/07/2008;17.8;22.2;20
3/07/2008;17.2;23.3;20.25
4/07/2008;17.8;27.2;22.5
5/07/2008;17.8;23.3;20.55
6/07/2008;17.8;22.8;20.3
7/07/2008;17.2;22.2;19.7
8/07/2008;17.8;21.7;19.75
9/07/2008;17.2;20.6;18.9
10/07/2008;18.3;21.7;20
11/07/2008;19.4;22.8;21.1
12/07/2008;19.4;25;22.2
13/07/2008;20;24.4;22.2
14/07/2008;20.6;24.4;22.5
15/07/2008;20;25;22.5
16/07/2008;20;24.4;22.2
17/07/2008;18.9;23.3;21.1
18/07/2008;18.3;23.3;20.8
19/07/2008;18.3;21.1;19.7
20/07/2008;18.3;22.2;20.25
21/07/2008;17.2;23.3;20.25
22/07/2008;18.3;22.8;20.55
23/07/2008;17.8;23.3;20.55
24/07/2008;18.3;22.8;20.55
25/07/2008;18.9;23.3;21.1
26/07/2008;20;22.8;21.4
27/07/2008;19.4;22.2;20.8
28/07/2008;19.4;23.3;21.35
29/07/2008;19.4;23.3;21.35
30/07/2008;18.9;23.3;21.1
31/07/2008;18.9;23.3;21.1
1/08/2008;19.4;23.9;21.65
2/08/2008;18.9;22.2;20.55
3/08/2008;19.4;25;22.2
4/08/2008;20.6;26.1;23.35
5/08/2008;20;25;22.5
6/08/2008;20;25.6;22.8
7/08/2008;21.1;26.7;23.9
8/08/2008;20.6;25.6;23.1
9/08/2008;20.6;25;22.8
10/08/2008;20;25;22.5
11/08/2008;19.4;22.8;21.1
12/08/2008;18.9;23.9;21.4
13/08/2008;18.9;23.3;21.1
14/08/2008;19.4;25.6;22.5
15/08/2008;20.6;25.6;23.1
16/08/2008;20.6;25.6;23.1
17/08/2008;20.6;24.4;22.5
18/08/2008;20.6;24.4;22.5
19/08/2008;18.9;23.9;21.4
20/08/2008;18.9;23.3;21.1
21/08/2008;16.7;22.8;19.75
22/08/2008;20;23.9;21.95
23/08/2008;20.6;24.4;22.5
24/08/2008;20.6;23.9;22.25
25/08/2008;20.6;25.6;23.1
26/08/2008;20;24.4;22.2
27/08/2008;20.6;24.4;22.5
28/08/2008;20;24.4;22.2
29/08/2008;20;25.6;22.8
30/08/2008;21.1;27.2;24.15
31/08/2008;20.6;25;22.8
1/09/2008;20.6;23.9;22.25
2/09/2008;19.4;25;22.2
3/09/2008;19.4;25;22.2
4/09/2008;20;26.7;23.35
5/09/2008;20.6;26.1;23.35
6/09/2008;20;27.2;23.6
7/09/2008;20;24.4;22.2
8/09/2008;19.4;23.9;21.65
9/09/2008;18.3;24.4;21.35
10/09/2008;19.4;22.8;21.1
11/09/2008;19.4;22.8;21.1
12/09/2008;19.4;21.1;20.25
13/09/2008;20;23.3;21.65
14/09/2008;19.4;23.3;21.35
15/09/2008;17.8;25;21.4
16/09/2008;18.9;22.8;20.85
17/09/2008;18.9;23.9;21.4
18/09/2008;20;24.4;22.2
19/09/2008;19.4;25;22.2
20/09/2008;18.3;21.7;20
21/09/2008;17.8;21.7;19.75
22/09/2008;18.3;22.8;20.55
23/09/2008;17.8;23.3;20.55
24/09/2008;18.3;26.7;22.5
25/09/2008;19.4;26.1;22.75
26/09/2008;18.9;23.9;21.4
27/09/2008;18.3;23.9;21.1
28/09/2008;17.2;23.9;20.55
29/09/2008;18.3;25.6;21.95
30/09/2008;19.4;31.1;25.25
1/10/2008;20.6;31.7;26.15
2/10/2008;20;26.7;23.35
3/10/2008;18.9;21.7;20.3
4/10/2008;17.2;21.1;19.15
5/10/2008;17.2;21.7;19.45
6/10/2008;16.7;26.7;21.7
7/10/2008;18.3;31.7;25
8/10/2008;18.9;34.4;26.65
9/10/2008;18.3;21.1;19.7
10/10/2008;16.1;21.1;18.6
11/10/2008;15;19.4;17.2
12/10/2008;11.1;21.1;16.1
13/10/2008;11.7;25;18.35
14/10/2008;15.6;27.2;21.4
15/10/2008;13.9;30;21.95
16/10/2008;15;27.2;21.1
17/10/2008;15;25.6;20.3
18/10/2008;15.6;23.9;19.75
19/10/2008;16.7;20;18.35
20/10/2008;15;20;17.5
21/10/2008;12.8;20.6;16.7
22/10/2008;13.3;29.4;21.35
23/10/2008;15.6;31.1;23.35
24/10/2008;13.9;27.8;20.85
25/10/2008;13.9;27.2;20.55
26/10/2008;11.7;22.8;17.25
27/10/2008;13.3;27.2;20.25
28/10/2008;14.4;30;22.2
29/10/2008;14.4;28.3;21.35
30/10/2008;13.9;23.9;18.9
31/10/2008;17.2;28.9;23.05
1/11/2008;17.8;26.7;22.25
2/11/2008;16.1;21.1;18.6
3/11/2008;15.6;20;17.8
4/11/2008;13.9;19.4;16.65
5/11/2008;12.2;20;16.1
6/11/2008;11.7;23.9;17.8
7/11/2008;12.8;27.2;20
8/11/2008;13.9;25.6;19.75
9/11/2008;15;19.4;17.2
10/11/2008;13.9;18.9;16.4
11/11/2008;12.2;19.4;15.8
12/11/2008;12.2;23.3;17.75
13/11/2008;12.8;25;18.9
14/11/2008;13.9;27.2;20.55
15/11/2008;14.4;31.7;23.05
16/11/2008;13.3;30;21.65
17/11/2008;13.3;30.6;21.95
18/11/2008;13.3;27.2;20.25
19/11/2008;12.8;22.8;17.8
20/11/2008;11.7;20.6;16.15
21/11/2008;12.2;24.4;18.3
22/11/2008;12.8;17.2;15
23/11/2008;13.9;18.9;16.4
24/11/2008;11.7;20;15.85
25/11/2008;16.1;23.9;20
26/11/2008;15;20;17.5
27/11/2008;14.4;18.3;16.35
28/11/2008;13.9;18.9;16.4
29/11/2008;12.2;18.9;15.55
30/11/2008;11.1;18.9;15
1/12/2008;11.7;18.3;15
2/12/2008;13.9;16.7;15.3
3/12/2008;14.4;17.8;16.1
4/12/2008;13.9;17.8;15.85
5/12/2008;12.2;21.7;16.95
6/12/2008;11.1;24.4;17.75
7/12/2008;15.6;17.8;16.7
8/12/2008;13.3;16.7;15
9/12/2008;10.6;23.9;17.25
10/12/2008;10;21.1;15.55
11/12/2008;9.4;21.1;15.25
12/12/2008;12.8;17.8;15.3
13/12/2008;13.3;16.7;15
14/12/2008;10;14.4;12.2
15/12/2008;10;14.4;12.2
16/12/2008;11.1;15.6;13.35
17/12/2008;10;13.3;11.65
18/12/2008;9.4;14.4;11.9
19/12/2008;7.2;14.4;10.8
20/12/2008;6.7;15.6;11.15
21/12/2008;7.2;16.7;11.95
22/12/2008;9.4;14.4;11.9
23/12/2008;10;15;12.5
24/12/2008;8.9;14.4;11.65
25/12/2008;10.6;16.1;13.35
26/12/2008;8.3;13.3;10.8
27/12/2008;5.6;15;10.3
28/12/2008;5;16.7;10.85
29/12/2008;7.2;20.6;13.9
30/12/2008;8.3;19.4;13.85
31/12/2008;7.2;16.1;11.65
1/01/2009;6.7;15.6;11.15
2/01/2009;9.4;12.8;11.1
3/01/2009;11.1;13.9;12.5
4/01/2009;9.4;16.7;13.05
5/01/2009;5.6;14.4;10
6/01/2009;9.4;16.1;12.75
7/01/2009;8.3;20.6;14.45
8/01/2009;9.4;17.2;13.3
9/01/2009;10.6;16.7;13.65
10/01/2009;7.2;24.4;15.8
11/01/2009;8.3;23.9;16.1
12/01/2009;11.1;27.2;19.15
13/01/2009;10.6;26.7;18.65
14/01/2009;10;26.1;18.05
15/01/2009;10;25;17.5
16/01/2009;9.4;25;17.2
17/01/2009;10;23.9;16.95
18/01/2009;10;27.2;18.6
19/01/2009;13.9;26.7;20.3
20/01/2009;13.3;24.4;18.85
21/01/2009;14.4;22.2;18.3
22/01/2009;15;23.9;19.45
23/01/2009;15;17.8;16.4
24/01/2009;13.9;18.3;16.1
25/01/2009;12.8;15.6;14.2
26/01/2009;9.4;14.4;11.9
27/01/2009;7.2;16.7;11.95
28/01/2009;6.7;18.9;12.8
29/01/2009;8.3;25.6;16.95
30/01/2009;9.4;23.9;16.65
31/01/2009;10.6;22.2;16.4
1/02/2009;8.9;17.8;13.35
2/02/2009;8.9;25.6;17.25
3/02/2009;9.4;27.8;18.6
4/02/2009;10;22.8;16.4
5/02/2009;11.1;17.2;14.15
6/02/2009;13.9;16.7;15.3
7/02/2009;11.1;15.6;13.35
8/02/2009;10;15.6;12.8
9/02/2009;11.1;14.4;12.75
10/02/2009;7.2;13.9;10.55
11/02/2009;7.2;19.4;13.3
12/02/2009;10.6;15;12.8
13/02/2009;8.9;14.4;11.65
14/02/2009;8.9;15;11.95
15/02/2009;8.3;13.9;11.1
16/02/2009;10.6;15;12.8
17/02/2009;8.9;15;11.95
18/02/2009;7.8;16.7;12.25
19/02/2009;7.8;22.2;15
20/02/2009;8.3;20;14.15
21/02/2009;11.1;20.6;15.85
22/02/2009;15;22.8;18.9
23/02/2009;13.9;23.9;18.9
24/02/2009;11.7;18.9;15.3
25/02/2009;12.8;16.7;14.75
26/02/2009;10;17.2;13.6
27/02/2009;12.2;17.8;15
28/02/2009;11.1;26.7;18.9
1/03/2009;12.8;26.1;19.45
2/03/2009;12.8;29.4;21.1
3/03/2009;13.3;20;16.65
4/03/2009;11.1;17.8;14.45
5/03/2009;11.7;16.1;13.9
6/03/2009;10;16.1;13.05
7/03/2009;11.7;16.7;14.2
8/03/2009;12.2;16.1;14.15
9/03/2009;12.2;16.1;14.15
10/03/2009;11.7;16.1;13.9
11/03/2009;10;16.1;13.05
12/03/2009;11.7;15.6;13.65
13/03/2009;9.4;17.2;13.3
14/03/2009;13.3;15.6;14.45
15/03/2009;12.2;15.6;13.9
16/03/2009;10;18.3;14.15
17/03/2009;11.7;21.1;16.4
18/03/2009;11.1;23.3;17.2
19/03/2009;12.2;16.7;14.45
20/03/2009;12.2;15.6;13.9
21/03/2009;13.9;17.8;15.85
22/03/2009;12.8;16.7;14.75
23/03/2009;9.4;16.7;13.05
24/03/2009;9.4;21.1;15.25
25/03/2009;10.6;22.2;16.4
26/03/2009;13.9;17.8;15.85
27/03/2009;13.3;21.7;17.5
28/03/2009;12.2;23.3;17.75
29/03/2009;13.9;16.1;15
30/03/2009;13.9;18.9;16.4
31/03/2009;11.7;20;15.85
1/04/2009;13.3;17.8;15.55
2/04/2009;15;17.2;16.1
3/04/2009;14.4;16.7;15.55
4/04/2009;12.2;18.9;15.55
5/04/2009;11.7;25.6;18.65
6/04/2009;12.8;26.1;19.45
7/04/2009;13.3;19.4;16.35
8/04/2009;14.4;18.9;16.65
9/04/2009;13.3;18.3;15.8
10/04/2009;13.9;17.2;15.55
11/04/2009;13.3;16.1;14.7
12/04/2009;11.7;19.4;15.55
13/04/2009;12.8;21.7;17.25
14/04/2009;13.3;16.7;15
15/04/2009;11.7;16.7;14.2
16/04/2009;11.1;17.8;14.45
17/04/2009;11.1;20.6;15.85
18/04/2009;12.8;23.9;18.35
19/04/2009;15.6;32.8;24.2
20/04/2009;17.2;36.7;26.95
21/04/2009;17.2;26.7;21.95
22/04/2009;15.6;18.9;17.25
23/04/2009;15.6;18.9;17.25
24/04/2009;15.6;17.2;16.4
25/04/2009;14.4;17.2;15.8
26/04/2009;12.8;17.8;15.3
27/04/2009;14.4;16.7;15.55
28/04/2009;14.4;17.2;15.8
29/04/2009;14.4;18.3;16.35
30/04/2009;12.8;20;16.4
1/05/2009;15;22.8;18.9
2/05/2009;16.7;21.7;19.2
3/05/2009;16.1;20.6;18.35
4/05/2009;15.6;22.8;19.2
5/05/2009;15.6;22.2;18.9
6/05/2009;17.2;22.8;20
7/05/2009;16.7;23.9;20.3
8/05/2009;14.4;17.8;16.1
9/05/2009;13.9;18.9;16.4
10/05/2009;15;20;17.5
11/05/2009;15;20;17.5
12/05/2009;15.6;18.9;17.25
13/05/2009;15.6;18.9;17.25
14/05/2009;15.6;19.4;17.5
15/05/2009;16.1;18.3;17.2
16/05/2009;15.6;19.4;17.5
17/05/2009;15.6;20;17.8
18/05/2009;15.6;20.6;18.1
19/05/2009;16.7;21.7;19.2
20/05/2009;15.6;22.2;18.9
21/05/2009;15.6;18.9;17.25
22/05/2009;16.1;19.4;17.75
23/05/2009;15.6;19.4;17.5
24/05/2009;15.6;18.3;16.95
25/05/2009;15.6;18.3;16.95
26/05/2009;16.1;19.4;17.75
27/05/2009;16.1;19.4;17.75
28/05/2009;16.1;17.8;16.95
29/05/2009;15;17.2;16.1
30/05/2009;15.6;20;17.8
31/05/2009;15;18.3;16.65
1/06/2009;15.6;20;17.8
2/06/2009;15.6;21.1;18.35
3/06/2009;16.7;20;18.35
4/06/2009;16.7;21.1;18.9
5/06/2009;16.1;21.7;18.9
6/06/2009;15.6;21.1;18.35
7/06/2009;16.1;21.7;18.9
8/06/2009;17.2;21.1;19.15
9/06/2009;16.7;21.1;18.9
10/06/2009;16.7;19.4;18.05
11/06/2009;17.2;20.6;18.9
12/06/2009;17.2;19.4;18.3
13/06/2009;17.2;20.6;18.9
14/06/2009;16.7;21.1;18.9
15/06/2009;16.7;22.2;19.45
16/06/2009;17.8;22.8;20.3
17/06/2009;17.8;21.1;19.45
18/06/2009;17.2;21.7;19.45
19/06/2009;17.2;19.4;18.3
20/06/2009;17.2;18.9;18.05
21/06/2009;16.7;21.1;18.9
22/06/2009;16.1;20;18.05
23/06/2009;16.1;21.1;18.6
24/06/2009;17.2;21.1;19.15
25/06/2009;17.2;21.7;19.45
26/06/2009;17.2;21.7;19.45
27/06/2009;16.7;22.8;19.75
28/06/2009;17.8;23.3;20.55
29/06/2009;17.8;22.8;20.3
30/06/2009;17.8;22.2;20
1/07/2009;17.8;22.8;20.3
2/07/2009;17.8;22.2;20
3/07/2009;17.2;21.7;19.45
4/07/2009;17.8;22.8;20.3
5/07/2009;17.8;22.2;20
6/07/2009;17.2;22.2;19.7
7/07/2009;16.1;20.6;18.35
8/07/2009;17.2;22.2;19.7
9/07/2009;16.7;22.8;19.75
10/07/2009;17.2;23.9;20.55
11/07/2009;18.9;25.6;22.25
12/07/2009;18.9;27.8;23.35
13/07/2009;18.3;25.6;21.95
14/07/2009;19.4;23.9;21.65
15/07/2009;18.9;23.3;21.1
16/07/2009;18.9;25;21.95
17/07/2009;20;26.7;23.35
18/07/2009;19.4;25.6;22.5
19/07/2009;19.4;26.7;23.05
20/07/2009;20.6;27.2;23.9
21/07/2009;20.6;27.2;23.9
22/07/2009;20;25.6;22.8
23/07/2009;19.4;23.9;21.65
24/07/2009;18.9;23.3;21.1
25/07/2009;20.6;25;22.8
26/07/2009;20;25;22.5
27/07/2009;20.6;25.6;23.1
28/07/2009;18.9;23.9;21.4
29/07/2009;18.9;22.8;20.85
30/07/2009;18.9;22.2;20.55
31/07/2009;19.4;23.9;21.65
1/08/2009;19.4;23.3;21.35
2/08/2009;20.6;24.4;22.5
3/08/2009;20.6;27.2;23.9
4/08/2009;21.1;27.8;24.45
5/08/2009;20;26.7;23.35
6/08/2009;20;24.4;22.2
7/08/2009;19.4;23.3;21.35
8/08/2009;19.4;22.8;21.1
9/08/2009;18.9;23.3;21.1
10/08/2009;19.4;22.8;21.1
11/08/2009;19.4;23.9;21.65
12/08/2009;18.3;23.3;20.8
13/08/2009;18.3;22.2;20.25
14/08/2009;18.3;22.8;20.55
15/08/2009;18.3;21.7;20
16/08/2009;17.8;22.8;20.3
17/08/2009;18.3;22.8;20.55
18/08/2009;18.3;23.3;20.8
19/08/2009;19.4;23.3;21.35
20/08/2009;19.4;23.3;21.35
21/08/2009;19.4;26.1;22.75
22/08/2009;18.3;26.1;22.2
23/08/2009;19.4;24.4;21.9
24/08/2009;19.4;24.4;21.9
25/08/2009;18.3;27.2;22.75
26/08/2009;19.4;32.8;26.1
27/08/2009;20;31.7;25.85
28/08/2009;21.1;32.8;26.95
29/08/2009;21.1;31.1;26.1
30/08/2009;21.7;28.3;25
31/08/2009;19.4;27.8;23.6
1/09/2009;21.7;28.9;25.3
2/09/2009;21.7;29.4;25.55
3/09/2009;22.8;30;26.4
4/09/2009;21.7;27.8;24.75
5/09/2009;21.1;27.2;24.15
6/09/2009;19.4;25;22.2
7/09/2009;19.4;22.8;21.1
8/09/2009;19.4;22.8;21.1
9/09/2009;19.4;24.4;21.9
10/09/2009;20;26.7;23.35
11/09/2009;20.6;26.1;23.35
12/09/2009;18.9;23.9;21.4
13/09/2009;18.9;22.2;20.55
14/09/2009;18.9;23.3;21.1
15/09/2009;18.3;23.3;20.8
16/09/2009;18.3;23.9;21.1
17/09/2009;18.9;24.4;21.65
18/09/2009;19.4;24.4;21.9
19/09/2009;19.4;25;22.2
20/09/2009;19.4;25;22.2
21/09/2009;18.3;23.9;21.1
22/09/2009;18.9;25;21.95
23/09/2009;17.2;29.4;23.3
24/09/2009;17.8;28.9;23.35
25/09/2009;17.2;27.2;22.2
26/09/2009;18.9;25.6;22.25
27/09/2009;18.3;23.3;20.8
28/09/2009;18.3;23.9;21.1
29/09/2009;18.3;21.7;20
30/09/2009;17.8;22.8;20.3
1/10/2009;15.6;28.9;22.25
2/10/2009;15.6;25;20.3
3/10/2009;16.1;22.8;19.45
4/10/2009;16.1;19.4;17.75
5/10/2009;13.9;19.4;16.65
6/10/2009;13.3;20;16.65
7/10/2009;15.6;20;17.8
8/10/2009;15;21.1;18.05
9/10/2009;15.6;21.1;18.35
10/10/2009;16.1;20.6;18.35
11/10/2009;16.1;20.6;18.35
12/10/2009;15.6;20;17.8
13/10/2009;16.1;20.6;18.35
14/10/2009;18.9;23.9;21.4
15/10/2009;18.3;22.8;20.55
16/10/2009;16.7;27.2;21.95
17/10/2009;15.6;22.2;18.9
18/10/2009;15.6;20;17.8
19/10/2009;17.8;21.1;19.45
20/10/2009;16.7;21.7;19.2
21/10/2009;14.4;22.8;18.6
22/10/2009;14.4;22.8;18.6
23/10/2009;14.4;24.4;19.4
24/10/2009;15.6;22.8;19.2
25/10/2009;16.7;22.2;19.45
26/10/2009;14.4;29.4;21.9
27/10/2009;16.1;20;18.05
28/10/2009;12.8;19.4;16.1
29/10/2009;10;20;15
30/10/2009;11.1;21.1;16.1
31/10/2009;11.1;22.2;16.65
1/11/2009;12.2;23.3;17.75
2/11/2009;12.2;23.3;17.75
3/11/2009;11.7;22.8;17.25
4/11/2009;10.6;18.9;14.75
5/11/2009;15.6;19.4;17.5
6/11/2009;15.6;20.6;18.1
7/11/2009;13.9;18.3;16.1
8/11/2009;13.9;18.9;16.4
9/11/2009;12.2;21.7;16.95
10/11/2009;12.8;25.6;19.2
11/11/2009;15;25;20
12/11/2009;14.4;18.9;16.65
13/11/2009;15;18.3;16.65
14/11/2009;13.3;18.9;16.1
15/11/2009;11.1;20.6;15.85
16/11/2009;8.9;22.2;15.55
17/11/2009;10;21.7;15.85
18/11/2009;11.1;18.3;14.7
19/11/2009;10;20;15
20/11/2009;9.4;18.9;14.15
21/11/2009;12.2;17.8;15
22/11/2009;11.7;18.9;15.3
23/11/2009;10;22.8;16.4
24/11/2009;10;23.9;16.95
25/11/2009;9.4;23.9;16.65
26/11/2009;9.4;25.6;17.5
27/11/2009;10;18.9;14.45
28/11/2009;10.6;16.1;13.35
29/11/2009;8.3;18.3;13.3
30/11/2009;9.4;22.2;15.8
1/12/2009;9.4;17.2;13.3
2/12/2009;13.9;16.7;15.3
3/12/2009;12.2;17.8;15
4/12/2009;8.3;18.9;13.6
5/12/2009;10.6;15.6;13.1
6/12/2009;12.8;15;13.9
7/12/2009;10;15.6;12.8
8/12/2009;10;12.8;11.4
9/12/2009;8.9;13.9;11.4
10/12/2009;8.3;15.6;11.95
11/12/2009;11.1;15;13.05
12/12/2009;15;16.7;15.85
13/12/2009;11.7;17.2;14.45
14/12/2009;10.6;16.7;13.65
15/12/2009;8.3;19.4;13.85
16/12/2009;8.3;19.4;13.85
17/12/2009;8.3;21.1;14.7
18/12/2009;10;23.3;16.65
19/12/2009;10.6;25;17.8
20/12/2009;10.6;21.7;16.15
21/12/2009;12.2;16.7;14.45
22/12/2009;11.1;15;13.05
23/12/2009;7.2;16.1;11.65
24/12/2009;6.7;18.3;12.5
25/12/2009;5.6;17.8;11.7
26/12/2009;7.8;16.1;11.95
27/12/2009;7.2;16.1;11.65
28/12/2009;9.4;18.9;14.15
29/12/2009;11.1;17.2;14.15
30/12/2009;10;15.6;12.8
31/12/2009;11.1;18.9;15
1/01/2010;8.3;20.6;14.45
2/01/2010;9.4;24.4;16.9
3/01/2010;8.3;23.9;16.1
4/01/2010;8.9;23.9;16.4
5/01/2010;8.9;22.8;15.85
6/01/2010;9.4;20.6;15
7/01/2010;8.3;20;14.15
8/01/2010;10.6;24.4;17.5
9/01/2010;11.1;23.9;17.5
10/01/2010;12.8;23.3;18.05
11/01/2010;10.6;23.3;16.95
12/01/2010;10;19.4;14.7
13/01/2010;12.2;17.2;14.7
14/01/2010;10.6;19.4;15
15/01/2010;9.4;21.7;15.55
16/01/2010;12.2;18.9;15.55
17/01/2010;11.7;16.7;14.2
18/01/2010;12.2;16.1;14.15
19/01/2010;9.4;16.7;13.05
20/01/2010;10.6;15.6;13.1
21/01/2010;11.1;16.7;13.9
22/01/2010;8.9;14.4;11.65
23/01/2010;8.3;15;11.65
24/01/2010;7.2;16.7;11.95
25/01/2010;7.8;17.2;12.5
26/01/2010;10;15.6;12.8
27/01/2010;12.2;17.8;15
28/01/2010;9.4;17.8;13.6
29/01/2010;10;17.2;13.6
30/01/2010;9.4;16.7;13.05
31/01/2010;10;16.1;13.05
1/02/2010;10.6;17.2;13.9
2/02/2010;11.7;16.7;14.2
3/02/2010;12.8;17.2;15
4/02/2010;12.2;17.2;14.7
5/02/2010;13.3;16.7;15
